SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
ssj46.286.1147	2.230769230769231	1.6790758426050163	5	15	1	1	1.0
elexiswsd1.661.sl.131479	2.5714285714285716	1.068214236526723	3	9	1	1	1.0
ssj294.1790.6350	2.0	0.8291140383017661	3	9	1	1	1.0
elexiswsd1.1488.sl.132313	2.090909090909091	1.1544958738283515	4	15	3	1	3.0
ssj35.207.830	3.185185185185185	1.182555183312931	7	33	4	3	1.3333333333333333
elexiswsd1.436.sl.131252	2.1333333333333333	1.4010583550706388	4	18	2	2	1.0
ssj440.2414.8483	1.9333333333333333	1.244085616000896	7	19	4	1	4.0
ssj359.2072.7335	3.3043478260869565	1.894769202469105	7	28	6	2	3.0
ssj484.2606.9276	1.0	0.0	2	3	1	1	1.0
ssj325.1930.6865	1.4444444444444444	1.2801936528768472	5	11	2	1	2.0
ssj36.215.887	2.1818181818181817	1.2235080350666605	4	13	1	1	1.0
elexiswsd1.801.sl.131619	2.5384615384615383	1.04406365528577	5	16	3	2	1.5
ssj192.1256.4556	2.56	1.016004244222602	6	28	3	2	1.5
ssj242.1585.5745	2.4210526315789473	1.6866293609286753	6	22	2	1	2.0
ssj312.1876.6652	2.0952380952380953	1.75554909719453	7	25	2	2	1.0
ssj470.2554.9099	3.142857142857143	1.0702760951186543	4	19	2	2	1.0
ssj168.1150.4227	2.3461538461538463	1.1228445331388843	11	29	2	1	2.0
ssj328.1963.6985	2.8	1.2202854179839744	7	35	4	2	2.0
ssj370.2129.7576	1.5	1.0397207708399179	4	8	1	1	1.0
ssj3.4.15	2.857142857142857	1.0217452386970887	7	29	4	2	2.0
ssj139.888.3411	3.0689655172413794	1.1116135195816261	7	36	5	4	1.25
elexiswsd1.809.sl.131627	2.0	1.3940464543878732	6	16	2	1	2.0
ssj208.1394.5057	2.3333333333333335	0.5978880185608786	3	9	2	1	2.0
ssj82.538.2052	3.5925925925925926	1.4676566091712204	6	33	3	2	1.5
ssj349.2036.7212	2.0	0.20273255405408205	3	8	2	2	1.0
elexiswsd1.598.sl.131415	2.2	0.01626159585277994	3	7	1	1	1.0
ssj166.1138.4200	3.0	2.0759572070217893	5	29	4	1	4.0
ssj449.2461.8604	4.7272727272727275	0.19490533495018322	4	19	1	1	1.0
elexiswsd1.496.sl.131313	2.2222222222222223	1.339825363290256	3	11	1	1	1.0
ssj73.461.1737	1.8181818181818181	1.4058295918606152	5	14	2	1	2.0
elexiswsd1.1582.sl.132407	2.1052631578947367	1.2770851589697794	7	22	2	1	2.0
ssj455.2505.8832	2.8214285714285716	1.4335778690128345	7	33	3	2	1.5
ssj464.2529.8979	2.769230769230769	1.3625173864043048	6	18	2	1	2.0
elexiswsd1.539.sl.131356	3.1052631578947367	1.0322682054038868	4	22	1	1	1.0
ssj221.1458.5289	2.142857142857143	1.2505357933206778	6	17	2	2	1.0
ssj73.463.1743	2.4814814814814814	1.634942414229555	6	31	2	1	2.0
ssj141.901.3454	2.111111111111111	1.156116843054939	4	11	1	1	1.0
ssj255.1641.5908	3.5	0.3362639466786047	5	27	3	2	1.5
ssj211.1400.5087	2.75	1.657168128172179	6	20	2	1	2.0
ssj242.1585.5744	2.9545454545454546	1.5018971809817545	11	53	7	4	1.75
ssj312.1877.6677	1.5555555555555556	1.4614984926061207	4	11	1	1	1.0
ssj193.1271.4603	1.3333333333333333	0.6081976621622466	2	5	1	1	1.0
ssj29.177.711	2.2857142857142856	1.5003016018942936	7	24	2	2	1.0
ssj111.698.2631	1.8333333333333333	1.1856236656577395	3	8	1	1	1.0
ssj142.961.3664	2.292682926829268	1.5763694621205129	13	48	5	2	2.5
ssj296.1806.6395	2.074074074074074	1.8913586827990012	8	31	3	1	3.0
ssj53.337.1377	3.0	0.6496414920651304	8	40	6	3	2.0
ssj112.707.2659	6.1875	0.11306937755913675	4	28	1	1	1.0
ssj434.2395.8406	2.7777777777777777	1.049916115663785	3	11	1	1	1.0
ssj42.257.1029	n/a	n/a	2	2	1	1	1.0
ssj344.2011.7143	2.9310344827586206	1.30143966904934	6	33	2	1	2.0
ssj424.2355.8283	4.0	0.40546510810816444	6	14	2	1	2.0
ssj82.537.2043	3.4074074074074074	1.6644200468514534	5	32	3	1	3.0
ssj310.1866.6622	2.5714285714285716	1.617520380860778	5	19	2	1	2.0
ssj61.377.1507	2.111111111111111	0.3513978868378886	5	11	2	2	1.0
ssj199.1331.4810	3.272727272727273	0.9092037053554732	5	27	3	2	1.5
ssj126.805.3041	3.0625	0.26706278524904525	8	20	2	1	2.0
ssj54.339.1383	3.1904761904761907	2.3181025399082413	10	47	3	1	3.0
ssj409.2275.8030	3.736842105263158	1.3529262281075307	5	22	2	1	2.0
ssj81.531.2012	2.272727272727273	1.1826860405464052	3	14	2	2	1.0
ssj64.406.1572	1.875	1.3840671859452005	5	10	1	1	1.0
ssj103.667.2541	2.5454545454545454	1.5841670638299812	4	19	4	1	4.0
elexiswsd1.498.sl.131315	1.25	1.1631508098056809	3	6	1	1	1.0
ssj451.2478.8693	2.923076923076923	1.59613223758581	6	17	2	1	2.0
ssj384.2191.7776	2.3333333333333335	1.291035199120824	5	14	2	2	1.0
ssj27.150.625	2.7058823529411766	1.775203720146334	5	20	3	2	1.5
ssj130.823.3102	2.2	1.1675541423498028	3	13	2	1	2.0
ssj144.993.3753	4.24	0.8580218237501792	5	31	3	2	1.5
ssj102.660.2526	3.066666666666667	1.2063889796918768	4	21	2	2	1.0
ssj228.1514.5503	2.4166666666666665	0.9093702890295814	4	15	3	2	1.5
elexiswsd1.1160.sl.131979	2.8333333333333335	1.2996117387339488	4	21	2	2	1.0
elexiswsd1.919.sl.131738	2.409090909090909	1.5621515010993794	6	25	3	2	1.5
ssj84.556.2117	1.4	1.017552863929892	3	7	1	1	1.0
ssj288.1768.6288	3.0	0.10033534773107555	4	14	2	1	2.0
ssj375.2154.7646	2.111111111111111	1.5938512117318888	6	21	3	2	1.5
ssj166.1142.4210	2.2857142857142856	1.5914623802912713	5	17	1	1	1.0
ssj479.2584.9228	2.2857142857142856	1.0421562359572163	3	12	2	2	1.0
ssj362.2083.7383	3.3658536585365852	0.6431044148992571	10	52	6	3	2.0
ssj247.1598.5794	2.972972972972973	1.4090436837338658	7	42	6	3	2.0
ssj404.2255.7960	2.951219512195122	1.467714735019666	9	48	8	5	1.6
elexiswsd1.714.sl.131532	1.9285714285714286	1.355896308978504	6	17	2	1	2.0
ssj6.35.168	3.0714285714285716	1.3486784252263484	6	33	5	3	1.6666666666666667
ssj36.213.873	2.2	1.3357902606604093	3	12	1	1	1.0
ssj1.1.1	2.111111111111111	1.5938512117318888	7	24	4	2	2.0
ssj355.2058.7273	2.076923076923077	1.356306126405026	5	16	2	2	1.0
ssj406.2266.7995	2.9473684210526314	2.2601415871561956	12	68	9	3	3.0
ssj53.337.1378	2.814814814814815	0.9595955490001352	7	31	3	3	1.0
ssj99.639.2459	2.6363636363636362	1.3808396257081046	6	27	6	2	3.0
ssj192.1261.4568	3.2580645161290325	1.5088153644141165	6	37	5	2	2.5
ssj284.1744.6199	1.8571428571428572	0.3539158661214333	4	10	1	1	1.0
ssj343.2005.7125	2.9696969696969697	1.2091000078632033	8	40	1	1	1.0
ssj131.826.3147	3.3636363636363638	0.958880071080988	4	15	2	1	2.0
ssj201.1357.4909	1.5	0.2876820724517809	3	5	1	1	1.0
elexiswsd1.1474.sl.132299	2.0	1.3195286648076292	3	10	1	1	1.0
elexiswsd1.920.sl.131739	1.5	1.0397207708399179	4	8	1	1	1.0
ssj177.1195.4347	2.2	0.9121413304668073	5	19	3	2	1.5
ssj111.698.2634	2.1666666666666665	1.5089842075004363	4	14	1	1	1.0
ssj445.2429.8519	2.1333333333333333	1.6949516875216981	5	17	2	2	1.0
ssj282.1741.6190	2.7	0.8511879540466848	4	14	2	1	2.0
ssj110.689.2601	3.5714285714285716	0.739710169554687	4	9	1	1	1.0
ssj3.7.23	2.0	1.3195286648076292	3	10	1	1	1.0
ssj80.523.1973	3.260869565217391	0.935059354691469	6	29	3	2	1.5
ssj300.1826.6469	3.8983050847457625	1.4829458131524338	9	66	4	2	2.0
ssj38.231.930	3.0952380952380953	0.7389699769694701	6	24	3	2	1.5
ssj411.2282.8046	1.5714285714285714	1.214117131344545	3	9	1	1	1.0
ssj18.83.318	2.6153846153846154	1.014210692136089	4	16	2	2	1.0
ssj157.1070.3988	1.4285714285714286	1.165586274922979	5	9	1	1	1.0
ssj29.174.704	3.0714285714285716	2.1918779020114627	9	36	3	1	3.0
elexiswsd1.1525.sl.132350	2.176470588235294	1.8813554283341	6	19	1	1	1.0
ssj482.2602.9269	3.3846153846153846	1.4495287633939344	4	20	2	2	1.0
ssj36.213.872	2.25	0.6869359205606668	3	6	1	1	1.0
ssj142.954.3643	1.9	1.2025858408845735	5	13	2	1	2.0
ssj358.2067.7316	1.5	0.8369882167858357	3	6	1	1	1.0
elexiswsd1.96.sl.130912	3.076923076923077	1.357492218477554	5	15	1	1	1.0
ssj27.148.600	2.272727272727273	1.1826860405464052	4	14	1	1	1.0
ssj193.1300.4699	1.0	0.34657359027997275	2	3	1	1	1.0
ssj34.199.804	2.0652173913043477	2.2288059739730195	18	51	3	1	3.0
ssj193.1271.4600	2.76	1.398926188922092	8	30	5	1	5.0
ssj191.1249.4536	2.0	1.545521226679158	4	17	3	2	1.5
ssj225.1469.5344	3.08	1.8385334159997224	6	28	3	1	3.0
ssj172.1173.4273	2.0	1.242453324894	5	15	2	1	2.0
elexiswsd1.655.sl.131473	1.8333333333333333	0.9828911116036572	4	9	1	1	1.0
ssj147.1015.3817	2.0	0.8958797346140274	3	11	2	2	1.0
ssj438.2406.8454	3.391304347826087	1.6660611620117622	5	28	4	2	2.0
ssj114.714.2681	1.6	0.6812889172512874	3	7	1	1	1.0
ssj425.2367.8323	2.1666666666666665	0.46926343666051834	3	8	1	1	1.0
ssj144.973.3701	4.051282051282051	1.237466392384553	7	50	5	5	1.0
ssj325.1930.6871	2.2857142857142856	1.5914623802912713	6	24	4	3	1.3333333333333333
ssj1.1.7	2.5833333333333335	1.1892525048108817	4	15	2	1	2.0
elexiswsd1.954.sl.131773	2.0	1.8220717801362725	5	20	2	2	1.0
ssj1.1.4	2.0	0.20273255405408205	3	8	2	2	1.0
ssj28.169.679	1.8888888888888888	1.613916068445136	6	20	1	1	1.0
ssj82.544.2073	1.6666666666666667	1.2809338454620642	5	11	1	1	1.0
ssj194.1310.4730	1.0	0.0	2	2	1	1	1.0
ssj166.1141.4206	2.8181818181818183	0.7121618490464644	4	14	2	1	2.0
ssj126.807.3047	2.1	1.1025023823275908	4	14	3	2	1.5
ssj265.1679.6013	3.0384615384615383	1.4135766891792292	5	30	3	3	1.0
ssj116.740.2792	2.8181818181818183	1.4453303834431779	4	15	1	1	1.0
ssj451.2488.8741	3.0	0.8047189562170503	7	18	2	1	2.0
ssj29.178.720	2.9310344827586206	1.5812475630170513	9	36	3	1	3.0
ssj139.888.3409	2.0555555555555554	1.529358680417073	6	22	1	1	1.0
elexiswsd1.756.sl.131574	1.7692307692307692	1.5166487764802057	5	15	1	1	1.0
ssj293.1784.6336	2.125	1.1818287030775654	3	10	1	1	1.0
ssj279.1729.6123	3.125	0.24686007793152578	5	19	2	2	1.0
ssj263.1673.6001	2.727272727272727	1.5151741923430297	5	25	3	2	1.5
ssj193.1296.4682	2.8	0.7480546135635487	3	12	2	2	1.0
ssj88.582.2200	3.966666666666667	1.4739651258787265	6	36	3	2	1.5
ssj30.183.735	2.5	1.1631508098056809	6	22	3	1	3.0
ssj414.2310.8139	2.0	1.0986122886681098	3	8	1	1	1.0
ssj315.1885.6708	1.625	1.1035190993922719	4	11	2	1	2.0
ssj75.477.1796	1.8	0.9100794718748765	3	7	1	1	1.0
ssj44.267.1067	3.2758620689655173	0.8436404436591429	9	36	5	2	2.5
ssj364.2087.7402	2.5	0.5815754049028404	2	6	1	1	1.0
ssj144.985.3727	2.5555555555555554	0.5069162403551519	6	24	5	3	1.6666666666666667
ssj82.545.2077	2.0	0.34657359027997275	3	7	2	1	2.0
ssj46.296.1195	2.0	1.3013448427221919	3	14	2	2	1.0
elexiswsd1.315.sl.131131	2.6666666666666665	1.4373117004640128	5	21	1	1	1.0
elexiswsd1.1112.sl.131931	1.6666666666666667	0.38505411084803665	4	8	1	1	1.0
ssj27.155.637	3.0303030303030303	1.188897300545684	7	41	3	3	1.0
ssj373.2144.7623	3.409090909090909	1.3587963373410814	6	27	2	1	2.0
ssj6.36.175	3.8333333333333335	0.7945983128069328	3	13	2	2	1.0
ssj221.1456.5280	1.5	0.49041462650586304	2	4	1	1	1.0
elexiswsd1.430.sl.131246	2.411764705882353	1.8557766141876457	4	19	1	1	1.0
ssj451.2484.8719	2.4	0.275823809143123	3	8	2	1	2.0
ssj166.1138.4197	1.5714285714285714	1.0702760951186543	3	9	1	1	1.0
ssj252.1624.5863	2.6551724137931036	1.256444467460082	7	35	5	3	1.6666666666666667
ssj370.2130.7581	2.0	0.5493061443340547	3	8	1	1	1.0
ssj243.1591.5769	3.0	1.8009340385621533	5	28	3	1	3.0
ssj201.1347.4859	3.111111111111111	1.8992328612830707	6	43	4	2	2.0
ssj226.1504.5476	2.7222222222222223	1.54234962740173	5	22	2	1	2.0
ssj82.543.2067	2.6842105263157894	1.2895517922423851	8	24	5	2	2.5
ssj366.2097.7436	1.1666666666666667	1.4348762353467144	4	8	1	1	1.0
ssj225.1468.5340	2.0	1.0074515102711326	5	13	2	1	2.0
ssj61.379.1518	1.8	0.2169322913149312	4	7	1	1	1.0
ssj68.424.1617	2.3684210526315788	1.5058757135933685	5	23	3	2	1.5
ssj154.1052.3943	2.739130434782609	1.9767132695303	7	27	4	1	4.0
ssj142.922.3523	2.6	0.8889282820295318	8	24	5	2	2.5
ssj402.2248.7937	2.576923076923077	1.375599368201202	6	30	4	3	1.3333333333333333
ssj121.780.2959	3.3	1.1086626245216114	3	13	1	1	1.0
elexiswsd1.218.sl.131034	3.0	0.6019864021629681	2	7	1	1	1.0
ssj226.1476.5383	2.0	1.46559687620821	5	17	3	3	1.0
ssj310.1867.6628	2.7222222222222223	1.5950298852306433	5	21	1	1	1.0
ssj449.2459.8597	3.0555555555555554	1.2241041862258037	6	22	3	1	3.0
ssj71.450.1711	2.8333333333333335	0.20099945006583894	3	9	2	1	2.0
ssj228.1522.5520	2.0	1.354025100551105	4	15	2	2	1.0
elexiswsd1.191.sl.131007	2.0625	1.2116816662272465	5	19	2	1	2.0
ssj216.1436.5203	n/a	n/a	2	3	1	1	1.0
ssj85.564.2148	2.6470588235294117	0.44315752631400435	5	22	4	2	2.0
ssj36.215.889	2.6666666666666665	1.5440987506130424	5	16	3	2	1.5
elexiswsd1.321.sl.131137	2.4705882352941178	1.408030132414983	4	19	1	1	1.0
ssj223.1464.5323	2.0	0.34657359027997275	5	11	1	1	1.0
ssj370.2122.7549	2.4285714285714284	1.4719462406466446	4	19	2	1	2.0
ssj459.2521.8948	3.3333333333333335	1.9277263269698757	6	26	1	1	1.0
ssj156.1064.3972	2.9565217391304346	1.9289194976657003	5	26	3	1	3.0
ssj27.140.558	2.6153846153846154	0.8703696559101987	5	18	1	1	1.0
ssj81.529.1999	3.0	1.1835618070658083	5	19	4	2	2.0
elexiswsd1.1233.sl.132052	1.8	1.2566530621548493	4	14	4	2	2.0
ssj292.1779.6317	3.8035714285714284	1.6496904449209555	10	67	7	4	1.75
ssj433.2390.8388	1.6666666666666667	1.5363466573450595	6	14	1	1	1.0
ssj342.2001.7104	1.7272727272727273	1.2017100743651703	6	15	2	1	2.0
ssj93.619.2348	1.7142857142857142	1.2386775300120199	3	9	1	1	1.0
ssj131.826.3137	2.1666666666666665	0.9274088025975961	3	8	1	1	1.0
ssj15.64.261	2.6451612903225805	1.293567703797521	8	36	4	2	2.0
ssj160.1078.4027	3.5	0.5596157879354227	4	10	1	1	1.0
ssj440.2415.8487	1.0	0.0	2	3	1	1	1.0
ssj203.1361.4935	1.8333333333333333	1.0944628872607622	3	9	2	2	1.0
ssj91.606.2281	3.0	1.4166066720281079	6	21	4	2	2.0
elexiswsd1.729.sl.131547	2.1818181818181817	1.2235080350666605	4	13	1	1	1.0
ssj168.1150.4226	2.4761904761904763	1.5114196726177347	7	28	4	2	2.0
ssj277.1722.6115	2.7142857142857144	1.4196121233646117	4	18	1	1	1.0
ssj136.882.3385	1.6	1.5771686518653147	5	12	1	1	1.0
elexiswsd1.228.sl.131044	2.0	0.8047189562170503	4	12	2	2	1.0
ssj120.774.2927	3.5	1.4062970284267402	4	18	2	2	1.0
ssj226.1499.5447	3.259259259259259	1.7859471493359167	6	32	1	1	1.0
ssj156.1060.3958	2.0	1.7482537807332401	6	14	1	1	1.0
ssj226.1483.5401	2.7916666666666665	1.3671070823480027	6	27	2	1	2.0
ssj331.1973.7011	2.090909090909091	0.8079222835483788	6	15	3	1	3.0
ssj426.2370.8334	2.5	1.8484238118815566	7	34	4	4	1.0
ssj220.1448.5244	2.1578947368421053	1.6760414765730096	7	21	3	2	1.5
ssj46.287.1153	1.95	1.1766103544813127	10	24	5	1	5.0
ssj182.1220.4437	1.7142857142857142	1.2386775300120199	4	9	2	1	2.0
elexiswsd1.1391.sl.132213	2.0	1.0074515102711326	4	9	1	1	1.0
elexiswsd1.17.sl.130830	2.076923076923077	1.2447343507479212	5	16	2	1	2.0
elexiswsd1.202.sl.131018	2.2142857142857144	1.3293177461547918	5	18	3	3	1.0
ssj82.538.2047	3.1379310344827585	2.0379503752398564	6	36	3	1	3.0
ssj344.2009.7138	1.8888888888888888	1.4355785964757697	4	11	1	1	1.0
elexiswsd1.388.sl.131204	3.6153846153846154	1.9917684577643837	7	30	4	3	1.3333333333333333
elexiswsd1.106.sl.130922	2.5714285714285716	0.9243732003008327	3	9	1	1	1.0
ssj195.1318.4758	2.3529411764705883	1.6006613328103059	6	21	3	1	3.0
elexiswsd1.1194.sl.132013	2.0	1.242453324894	5	19	2	2	1.0
ssj61.372.1493	1.5	0.49041462650586304	5	8	2	2	1.0
ssj256.1647.5923	2.764705882352941	0.39967241437426554	7	24	4	2	2.0
ssj126.810.3051	3.0	0.4469089380110482	4	26	4	4	1.0
elexiswsd1.871.sl.131690	1.4	1.1613939001557827	3	7	1	1	1.0
ssj344.2009.7139	2.55	1.4576525122206883	5	23	2	1	2.0
ssj242.1583.5720	4.0	0.40546510810816444	5	14	2	2	1.0
ssj443.2424.8504	5.0	1.915189508193818	6	43	3	1	3.0
ssj45.278.1125	1.75	0.13353139262452263	3	7	1	1	1.0
ssj226.1473.5363	2.8636363636363638	1.533149724485859	6	28	3	1	3.0
ssj470.2551.9082	2.392857142857143	1.4867613264317852	8	33	5	3	1.6666666666666667
ssj433.2391.8390	2.782608695652174	1.5173133150617093	6	28	2	2	1.0
ssj85.561.2139	2.6153846153846154	1.563516836470144	4	16	2	1	2.0
ssj213.1414.5138	1.6	1.02786250753126	3	7	1	1	1.0
ssj152.1038.3884	1.8888888888888888	1.3585032565621407	4	11	1	1	1.0
ssj354.2055.7266	2.6666666666666665	1.0663430280993242	5	14	3	2	1.5
ssj287.1762.6257	3.142857142857143	0.37712891455870895	5	24	3	3	1.0
ssj68.424.1614	3.3333333333333335	1.2809338454620642	6	32	4	1	4.0
ssj116.734.2763	2.0	0.5493061443340547	2	5	1	1	1.0
ssj350.2042.7220	5.5	1.2653375341217905	6	27	3	2	1.5
ssj325.1937.6890	3.5142857142857142	1.8033124155924714	5	39	4	2	2.0
ssj152.1035.3871	2.761904761904762	0.5063406460387151	5	27	6	2	3.0
ssj469.2547.9044	2.5555555555555554	0.7096487944092343	4	12	2	2	1.0
ssj44.268.1071	2.7083333333333335	1.3974124318433314	6	28	3	2	1.5
ssj3.4.14	2.5714285714285716	0.3750670559667778	4	10	2	2	1.0
elexiswsd1.758.sl.131576	2.75	0.7801585575495751	5	15	2	1	2.0
ssj142.929.3549	1.0	0.0	2	3	1	1	1.0
ssj367.2098.7443	3.4	1.2470457796825365	6	40	3	1	3.0
elexiswsd1.1585.sl.132410	1.875	0.41111211141754395	5	10	1	1	1.0
ssj133.872.3344	2.75	0.4862652250985156	6	25	4	3	1.3333333333333333
ssj243.1587.5750	2.8620689655172415	1.181409281517168	8	37	4	2	2.0
ssj95.623.2379	3.238095238095238	0.3472759514090277	5	25	2	1	2.0
elexiswsd1.999.sl.131818	2.0	1.7005986908310777	7	23	1	1	1.0
elexiswsd1.1175.sl.131994	2.0	1.3013448427221919	4	11	1	1	1.0
ssj5.30.96	3.189189189189189	1.68541301534059	9	43	6	2	3.0
ssj46.308.1255	1.9090909090909092	1.1016266158081875	5	14	2	1	2.0
ssj225.1469.5353	2.6	1.2355018723095044	5	23	3	2	1.5
ssj59.358.1436	2.6666666666666665	0.08494951839769874	3	9	2	1	2.0
ssj166.1142.4211	2.3703703703703702	1.3341783599808767	7	31	3	2	1.5
elexiswsd1.627.sl.131444	2.1	1.5606477482646683	4	13	2	1	2.0
ssj118.747.2815	2.1818181818181817	1.1119362594095554	4	13	2	2	1.0
ssj165.1133.4177	2.875	2.3058635461612904	7	40	5	2	2.5
ssj360.2080.7362	2.2916666666666665	1.5644665165064977	6	27	4	3	1.3333333333333333
elexiswsd1.1384.sl.132206	1.2	1.4271163556401458	4	7	1	1	1.0
ssj455.2506.8844	2.5714285714285716	0.7216406462467505	4	17	1	1	1.0
ssj377.2167.7688	2.1538461538461537	0.5152195260171013	7	17	1	1	1.0
ssj289.1770.6294	2.25	1.380083101120612	5	11	2	1	2.0
ssj376.2162.7676	2.3333333333333335	1.7491805650579015	5	21	4	1	4.0
ssj281.1739.6173	1.9230769230769231	1.4332671675411546	5	17	1	1	1.0
ssj141.900.3446	2.9411764705882355	1.4364092993242876	5	22	3	1	3.0
ssj380.2174.7724	3.0588235294117645	1.1944560321169244	7	21	3	1	3.0
ssj131.829.3172	2.388888888888889	1.77330515754987	6	23	5	1	5.0
ssj12.46.204	3.3333333333333335	0.587786664902119	6	15	2	1	2.0
elexiswsd1.623.sl.131440	2.625	1.317093199690331	8	28	5	1	5.0
ssj42.258.1032	2.9565217391304346	2.0931715311517185	8	28	3	1	3.0
ssj471.2557.9113	1.6111111111111112	1.772980763074823	9	21	2	1	2.0
ssj469.2543.9030	3.8	1.3618127064438408	4	26	3	3	1.0
ssj340.1985.7050	3.6666666666666665	0.8390500753777668	4	24	3	2	1.5
ssj95.621.2371	2.3333333333333335	1.0883026450667417	5	15	4	2	2.0
ssj54.343.1393	2.823529411764706	1.4183397760163512	5	19	2	2	1.0
ssj115.718.2698	2.9722222222222223	2.1190562452503667	7	44	7	3	2.3333333333333335
ssj46.305.1230	2.875	1.1349606430876271	4	12	3	1	3.0
ssj469.2547.9057	3.9411764705882355	0.9410071313073854	7	22	3	1	3.0
ssj193.1289.4661	1.875	1.4508328822574619	3	10	1	1	1.0
ssj161.1088.4055	1.4	1.1613939001557827	6	12	1	1	1.0
ssj18.75.298	1.2	1.1717035437571504	4	7	1	1	1.0
ssj5.20.73	4.84	0.03252319170556006	8	32	5	2	2.5
ssj6.32.114	4.703703703703703	1.072523287075559	6	34	5	3	1.6666666666666667
ssj456.2510.8883	2.642857142857143	1.5901214066726637	8	33	3	2	1.5
ssj119.773.2926	4.2	0.7236595314788327	6	35	2	1	2.0
ssj142.918.3506	1.6	1.02786250753126	3	7	1	1	1.0
ssj46.306.1246	2.2222222222222223	0.300104592450338	4	12	2	2	1.0
elexiswsd1.663.sl.131481	2.727272727272727	0.8887927080953458	4	15	1	1	1.0
ssj160.1077.4025	2.466666666666667	1.4908781598490086	6	19	6	2	3.0
ssj20.88.353	1.8	1.1128120259289587	5	13	2	1	2.0
ssj270.1703.6066	2.4285714285714284	0.7787990600866994	3	10	2	2	1.0
ssj63.394.1556	3.5853658536585367	1.6196462841176433	9	50	5	2	2.5
ssj352.2050.7249	2.5	0.23500181462286784	4	12	2	2	1.0
elexiswsd1.757.sl.131575	2.0833333333333335	1.0577902941478545	5	15	2	1	2.0
ssj38.230.927	2.142857142857143	1.3621075689777828	4	12	2	1	2.0
ssj116.735.2774	2.5	1.2220423276338725	4	15	2	2	1.0
ssj360.2075.7348	n/a	n/a	2	3	1	1	1.0
ssj287.1763.6265	2.7142857142857144	0.32099983469650206	7	20	4	3	1.3333333333333333
elexiswsd1.676.sl.131494	1.0	1.242453324894	3	6	1	1	1.0
ssj44.264.1058	n/a	n/a	2	3	1	1	1.0
ssj379.2172.7713	1.3333333333333333	0.6081976621622466	3	5	1	1	1.0
ssj27.159.653	1.5	0.6342556627317537	3	6	1	1	1.0
ssj84.555.2110	2.380952380952381	1.8060531976540113	6	25	2	1	2.0
ssj100.640.2461	2.1	1.6518085266616456	6	23	1	1	1.0
ssj101.650.2486	2.6666666666666665	1.412916618379297	6	28	3	1	3.0
elexiswsd1.1253.sl.132072	2.5454545454545454	1.1605181336363795	5	13	1	1	1.0
ssj76.498.1867	3.1818181818181817	1.0812156185480601	6	26	3	1	3.0
ssj228.1516.5507	3.6666666666666665	0.749976839796206	4	8	1	1	1.0
ssj186.1231.4469	2.888888888888889	1.7038425830704491	5	22	3	2	1.5
ssj417.2329.8214	2.5384615384615383	1.2467962093398526	4	16	2	2	1.0
ssj277.1714.6092	1.6	1.3744360978112327	5	12	1	1	1.0
ssj178.1201.4386	3.129032258064516	1.1255759725583914	8	38	7	3	2.3333333333333335
ssj215.1429.5180	1.875	1.3069918460315713	3	10	1	1	1.0
ssj249.1603.5826	1.6666666666666667	0.038480520568064065	3	5	1	1	1.0
ssj295.1803.6386	3.3333333333333335	1.3209551992988324	8	47	5	2	2.5
ssj15.65.265	1.9444444444444444	1.75316464988249	6	20	1	1	1.0
elexiswsd1.87.sl.130902	1.7142857142857142	0.9832647181290245	4	9	1	1	1.0
ssj449.2461.8605	2.272727272727273	1.2738468189433825	8	26	3	2	1.5
ssj40.240.960	1.5	0.8369882167858357	3	6	1	1	1.0
ssj376.2165.7685	2.0833333333333335	1.4814392243414563	4	14	2	2	1.0
ssj13.52.235	3.09375	1.7547765505620228	7	36	3	2	1.5
ssj226.1476.5382	1.9090909090909092	1.7036130179711557	8	25	2	1	2.0
ssj287.1757.6247	2.0	1.583791265240325	5	22	2	2	1.0
ssj243.1591.5767	2.0	0.8523740461192127	7	14	1	1	1.0
elexiswsd1.922.sl.131741	3.0	1.815860520136994	5	24	2	1	2.0
ssj36.212.863	2.857142857142857	1.2426616148366083	5	18	1	1	1.0
ssj182.1217.4433	2.6666666666666665	1.412916618379297	3	15	1	1	1.0
ssj198.1326.4797	2.8857142857142857	2.071926675943966	6	40	2	1	2.0
ssj471.2557.9110	2.6	0.7450872458036413	3	7	1	1	1.0
ssj451.2479.8701	2.4545454545454546	0.994153223753172	4	15	2	2	1.0
ssj312.1876.6649	1.7	1.4253832516519027	3	12	1	1	1.0
ssj68.424.1612	1.3333333333333333	1.3013448427221919	3	8	1	1	1.0
ssj27.157.641	3.2857142857142856	0.12994459793379293	6	11	2	1	2.0
ssj133.866.3316	3.6346153846153846	2.631028711867812	10	64	9	5	1.8
ssj59.358.1440	1.5	0.05889151782819164	3	6	1	1	1.0
ssj141.913.3494	2.210526315789474	1.3721360310262378	6	23	3	2	1.5
elexiswsd1.358.sl.131174	1.7142857142857142	1.3298383084089973	3	9	1	1	1.0
ssj92.609.2295	3.0	2.098183088307206	6	31	1	1	1.0
ssj46.291.1176	2.0	1.4311004404647343	5	14	3	1	3.0
elexiswsd1.376.sl.131192	2.0	1.5567576546051873	5	17	1	1	1.0
elexiswsd1.442.sl.131258	2.2857142857142856	1.6441426381201842	5	19	2	1	2.0
